feedback,sentiment_label,ratings,sentiment_desc,clean_text,text_length
The services we receive from NU hospital is excellent clarified everything to us in a very clear way Wonderful service from start to finish.,1,4,Positive,service receive nu hospital excellent clarified everything u clear way wonderful service start finish,14
The staff at NU hospital has been very helpful and kind The services provided for the patient was excellent.,1,4,Positive,staff nu hospital helpful kind service provided patient excellent,9
Overall we had a great hassle-free experience at NU Hospital but worst staff and more time waste,0,2,Negative,overall great hasslefree experience nu hospital worst staff time waste,10
Doctors are experienced and treatment is good however the staff management needs to definetely get better.,1,3,Positive,doctor experienced treatment good however staff management need definetely get better,11
Good staffs in help desk helped us throughout the process from visiting doctor to coming out from hospital.,1,4,Positive,good staff help desk helped u throughout process visiting doctor coming hospital,12
Since a year I noticed there is no co-operation from the staff to manage appointments.,0,2,Negative,since year noticed cooperation staff manage appointment,7
It is expected that we get to consult the doctor at scheduled time and not whenever the staff gets free. Even the follow up patients are made to wait for hours with no response from staff.,0,1,Negative,expected get consult doctor scheduled time whenever staff get free even follow patient made wait hour response staff,18
I am extremely happy with service and definitely recommend this hospital to my friends and family.,1,5,Positive,extremely happy service definitely recommend hospital friend family,8
everything went smoothly Doctor visits the patient 2-3 times daily Doctors are very informative and responsive to our queries,1,5,Positive,everything went smoothly doctor visit patient time daily doctor informative responsive query,12
more delay in queue This could easily be fixed if they considered token issuing system for appointments & consultations.,1,3,Positive,delay queue could easily fixed considered token issuing system appointment consultation,11
She always takes long time to explain things to me in terms that I can understand. ,1,3,Positive,always take long time explain thing term understand,8
The only thing we didn't like was the time spent waiting for OPD consultations Had to wait quite a long time.,0,1,Negative,thing didnt like time spent waiting opd consultation wait quite long time,12
I had a great visit and the doctorâ€™s outward manner has really put me at ease so I highly recommend NU for nephrology problem.,1,5,Positive,great visit doctorâ€™s outward manner really put ease highly recommend nu nephrology problem,13
An excellent quality health care provider The staffs are helpful environment is very clean and positive,1,4,Positive,excellent quality health care provider staff helpful environment clean positive,10
